carid,price
606,8.494145885
608,14.18482885
612,7.128799405
620,15.31439681
623,12.75931558
628,14.21467121
630,16.12733138
631,9.313308648
632,14.26606979
633,8.282741497
634,12.7182075
635,8.382670201
637,11.37250293
638,9.427762844
643,14.5967342
645,8.290220812
648,10.45249581
649,9.642359341
650,11.07724439
654,7.902763843
656,8.112250192
657,14.00475324
661,12.55556942
667,11.62932083
668,12.82031222
669,12.88152159
671,7.39865036
674,12.22526531
675,12.5742764
677,11.59065894
678,12.54786372
680,15.09386684
681,11.15298132
682,13.16462904
683,11.49454935
686,13.19480228
687,11.51207217
690,8.79203893
691,10.01728088
692,33.93745631
694,8.615604163
695,12.45134126
698,13.47310914
700,14.76654218
701,15.09313704
705,17.54830808
707,15.1163996
708,13.50306401
709,11.71018543
710,15.27895777
712,11.90337282
716,11.92431241
718,13.36383982
722,10.43614857
724,12.10024408
725,13.19681686
726,8.103235141
728,12.48638881
729,6.748074636
730,15.5679575
733,12.39348481
734,12.9738267
737,10.18189854
741,27.42004976
742,8.887650091
747,12.99497085
748,12.10905393
749,16.63564979
750,11.53822193
751,13.59941514
754,10.19560854
755,10.73037538
764,7.863978455
767,10.49181841
768,12.28345267
769,7.5745586
778,13.8531247
782,11.82992088
783,8.851838973
786,8.469037126
787,10.22076023
790,14.14806265
794,13.36881348
796,13.80981331
797,14.6428322
800,16.95142408
801,13.18142365
804,11.15549757
806,9.642854885
807,14.25367981
809,11.49362006
810,13.65601917
812,8.946442145
815,10.35909551
818,8.476823553
819,11.10481411
820,14.9130967
823,8.407214416
824,9.992486977
826,10.73445085
829,16.92334306
831,19.33197362
832,12.21356438
837,12.9822228
839,14.40761746
840,10.64377456
841,10.61800494
842,11.80367877
846,11.18861869
847,12.13938948
848,13.96299808
851,11.24855257
853,13.00376533
854,8.533307327
855,8.75539694
857,9.558118156
858,57.46904496
861,12.51723925
862,15.25316504
863,12.91241379
864,13.98879966
867,13.79489907
869,15.22273319
871,11.48392497
873,9.022806692
874,10.80773398
876,13.47257452
877,8.442973113
879,7.589122375
881,12.56450293
882,12.22076828
883,10.33135529
885,12.23927748
887,13.16722326
888,12.0408432
889,16.02023453
890,14.59940497
895,8.645819462
896,13.98750085
898,12.98140174
899,14.49047902
909,8.916106207
911,12.60644954
912,13.2781582
914,14.32101696
915,8.813575615
918,10.64808202
919,12.33264912
922,9.917642846
923,14.87895795
926,15.68391559
928,8.942104586
931,9.314370073
932,12.43077911
933,13.1532109
934,13.08482598
935,11.19864805
936,10.22011206
938,14.17719904
945,13.69701019
946,11.03842734
947,11.25175847
951,14.48499203
952,13.22402653
958,9.625287977
959,11.54512154
960,9.025402328
961,11.25030922
963,14.88017869
965,7.548441176
967,11.49657737
968,13.48240834
971,11.72460368
972,12.62892913
978,13.71686522
979,8.389668482
980,11.81112971
981,9.068542403
982,12.39930023
985,10.91829355
986,12.96543536
987,11.01932753
989,12.45556598
992,14.36168316
994,7.008317301
995,16.71072501
999,12.31715604
1000,8.46321522
1001,16.77370582
1002,10.41270821
1004,15.53783027
1005,12.57106865
1008,7.811461067
1009,5.969364433
1010,12.00014358
1013,9.917808603
1014,13.06924116
1016,15.62530174
1017,12.25821263
1018,21.90129092
1021,8.250619827
1022,8.79878133
1024,9.063999076
1030,17.08102917
1031,9.265813413
1034,12.0992899
1037,15.99715311
1038,16.53481362
1042,7.368585308
1044,8.852337923
1047,12.23579351
1048,12.53962297
1049,14.26676663
1051,14.7567931
1052,17.20295192
1053,7.35989088
1054,9.771859679
1057,11.49068756
1060,9.470550269
1062,10.26895011
1064,11.59853618
1065,12.62004047
1066,8.760591264
1067,8.130363982
1070,13.48980754
1072,7.570003952
1073,13.40370155
1075,7.316569487
1076,8.260554077
1077,60.71685373
1078,14.40903276
1083,11.85250024
1084,9.013714338
1086,36.48823142
1089,11.64589776
1091,14.82089257
1092,12.18196416
1093,11.24937521
1094,9.967062679
1096,12.42089252
1097,10.02913532
1099,7.967814788
1101,12.92081517
1102,6.577773833
1103,9.984594372
1104,12.74616149
1106,13.04894079
1108,8.331176604
1109,10.2363356
1111,12.54705239
1112,9.319322225
1113,12.40521088
1114,10.95470839
1116,12.29953612
1117,13.29484417
1119,10.16144529
1122,9.326325469
1124,10.6228965
1126,9.55722778
1129,14.74491257
1131,13.8152885
1141,12.81274027
1144,12.69448825
1145,6.958897814
1146,13.74185817
1147,14.0122908
1149,12.44863181
1152,6.524209244
1154,12.31954033
1157,12.81201667
1158,13.56848236
1159,12.84695579
1160,12.19828232
1162,12.09232251
1164,8.369593824
1166,7.587362404
1167,12.07261733
1170,15.07051739
1171,8.949345912
1173,13.6636707
1174,14.01590436
1175,12.95835197
1177,13.3308868
1178,8.057997116
1179,9.151269827
1180,14.48599376
1182,16.87870272
1184,15.45290396
1186,8.663479874
1187,11.4126848
1189,13.57375886
1190,11.64156293
1193,12.0661966
1196,7.123286688
1198,8.845086989
1199,9.27408797
1200,10.20325106
1203,14.36438154
1205,8.292675904
1207,13.76952221
1208,15.28938858
1209,9.864421578
1211,15.15590081
1212,13.32673867
1215,11.16547349
1216,12.10026864
1217,11.0605794
1219,13.9743428
1220,19.24773029
1221,14.44150444
1226,14.14868322
1227,11.69912258
1229,11.52589372
1231,11.99671431
1232,13.76472061
1237,8.655182674
1238,13.03455307
1240,15.50937594
1242,9.289078702
1244,15.24765826
1245,9.665556127
1246,8.137285588
1247,11.18203026
1248,10.5973389
1250,12.81597903
1251,13.67399805
1255,11.77162695
1256,10.67551809
1257,10.70221271
1258,9.221869079
1260,12.06643744
1262,12.10376439
1264,9.749932021
1266,11.20158174
1267,11.60981587
1268,10.28640013
1272,7.99855386
1276,16.34580984
1283,9.641881396
1285,7.511056747
1287,12.00684418
1288,9.102273186
1289,13.40044256
1291,8.82606887
1295,8.534638709
1296,7.461017559
1297,7.111861902
1302,14.53588465
1304,12.09639828
1305,12.71477893
1307,12.3305341
1308,9.86099952
1309,12.73056494
1310,16.07926547
1311,16.022605
1312,12.10467622
1313,14.13792693
1316,15.81374456
1321,20.18851856
1323,11.79909909
1324,12.89029352
1325,11.58640346
1327,16.09949685
1333,14.30897733
1336,13.73530676
1342,6.949765764
1346,12.45543249
1349,13.8840298
1354,10.44200303
1355,9.125928035
1359,14.24007041
1362,11.37661075
1364,13.12424516
1367,8.649582395
1369,11.41106405
1370,11.51637617
1373,13.65924406
1376,11.74454861
1377,14.10921136
1380,13.28872905
1382,12.33669998
1384,14.21026076
1389,12.93657995
1391,14.12979924
1393,9.873211741
1394,8.54297338
1396,8.197542031
1401,13.62621769
1402,9.01389389
1405,11.29347098
1407,15.13628557
1410,22.50770091
1411,15.55580952
1412,17.06615937
1414,9.520520915
1415,10.13016327
1416,8.181675132
1418,12.80233328
1421,9.101462752
1425,8.939113231
1427,14.43043077
1428,6.180263534
1430,9.148944111
1432,12.55895179
1433,12.02939823
1434,10.65534111
1435,16.94731091
1436,11.66031212
1437,11.24667486
1439,13.21390145
1440,14.28965899
1442,13.81243431
1445,16.37097914
1446,13.08385761
1454,14.6385264
1457,15.04911471
1458,12.95333658
1462,12.33609707
1465,17.46349918
1466,15.65265324
1467,12.83675688
1468,13.68505447
1470,13.34522252
1471,9.04116063
1474,9.265067417
1478,11.36779007
1481,7.348215387
1482,14.90891385
1483,8.533381862
1486,12.40749513
1488,12.36640572
1490,8.189052406
1491,12.76532798
1492,14.95774017
1495,14.5872665
1497,6.813180502
1498,14.75273612
1500,12.47587823
1501,11.83116154
1504,13.7249073
1507,12.44813981
1509,12.02800916
1510,14.93169979
1514,13.60698503
1515,6.917842208
1518,8.560766626
1520,11.12690743
1523,9.343195077
1525,18.40191052
1528,14.1443341
1529,11.48788183
1531,11.04586156
1535,8.693088633
1536,8.616312967
1540,11.50527962
1541,13.94325503
1542,11.77952603
1543,14.0104765
1544,13.38528511
1546,8.40235416
1547,10.24747102
1549,12.79613417
1550,9.458771284
1555,9.550543413
1557,9.330054103
1559,11.57538412
1560,14.66316329
1562,14.19600185
1564,9.291554986
1566,11.36107083
1568,12.15077154
1571,12.0779025
1577,14.10556639
1579,12.54250372
1580,8.247201204
1582,12.1253729
1585,12.40859357
1586,12.19043281
1588,13.49299685
1589,16.79285208
1593,9.976874693
1594,10.44046591
1597,12.26540656
1601,16.25377023
1602,11.67851793
1603,11.32635217
1605,14.78089081
1608,11.94369193
1609,12.32142107
1611,12.79028961
1612,12.01622227
1613,11.75701702
1615,11.76275578
1616,8.58939102
1617,8.567358766
1619,16.64464184
1620,14.20425207
1621,10.06564567
1622,11.22920961
1623,7.608575234
1624,13.05233838
1625,9.048778129
1626,15.80312688
1627,13.7975954
1628,8.690762749
1629,9.147138979
1630,13.03528501
1632,13.15477159
1633,10.62133313
1636,9.175239864
1637,11.07381565
1639,13.52928968
1640,11.60849711
1643,11.91554498
1654,11.21478791
1767,51.60113965
1776,24.55072696
1782,8.366132756
1795,16.75918065
1804,10.45574054
1805,17.20581265
1875,15.18947303
1930,9.980231618
1954,14.88058279
1960,16.36787341
2029,14.83419652
2044,12.95730954
2204,12.87861315
2205,9.528440232
2206,8.297509381
2233,14.43121229
2246,12.1362338
2322,13.27648279
2348,9.931300877
2370,13.40536249
2407,13.82009409
2411,14.48037098
2430,11.64533148
2469,33.94831393
2471,54.65104609
2645,52.58475211
2647,11.99592666
2653,16.33363781
2657,16.04524523
2664,12.48461762
2667,9.347697398
2682,14.60783784
2699,13.36239804
2707,8.325920167
2827,15.5875094
2939,10.39861772
3010,12.64828028
3021,8.44199248
3024,12.89327586
3057,8.916835664
3147,16.53570945
3175,14.33040732
3211,8.548741735
3216,9.465515787
3217,11.50985355
3291,7.301230902
3294,10.79053916
3301,8.908682496
3427,11.98095246
3431,12.60041025
3437,31.41673186
3445,16.74247412
3457,13.56137824
3462,12.07671265
3475,9.442746969
3529,13.53905245
3538,11.07437905
3540,29.46037446
3588,12.8459517
3685,9.768442624
3701,15.23383239
3734,9.590246427
3758,8.948198042
3842,15.34452807
3856,12.61316343
3987,8.900821903
4021,9.379927958
4025,14.79591234
4081,17.42561159
4133,11.84503551
4137,9.308131174
4173,7.802353642
4186,15.25856175
4187,15.79555182
4236,12.66083494
4272,13.63904526
4334,51.06623943
4377,12.39036111
4382,8.53726153
4449,12.26201583
4472,10.64737535
4489,7.945176252
4494,13.57927323
4612,15.12626392
4615,15.8614728
4619,15.20135623
4660,12.21000204
4743,16.28782424
4850,12.10811832
4859,11.80136392
4861,11.82658692
4908,47.20217877
4918,6.36041762
4959,12.54603044
4972,15.22030471
4988,7.22155266
5000,13.94290126
5011,11.02564182
5054,8.199505466
5089,13.33867868
5161,9.535356489
5214,14.58652481
5216,11.9451661
5218,7.023306498
5251,17.76215178
5287,10.79320692
5388,12.66006825
5405,7.210970432
5421,14.56571947
5591,8.636847828
5596,12.57988006
5608,15.82813659
5648,13.49523269
5672,7.818316011
5715,16.00280907
5730,13.30142146
5755,8.141412732
5765,12.41516114
5832,11.10493951
5997,13.42263961
6112,11.65163217
6113,21.0783607
6121,8.966189677
6129,12.46890709
6155,10.09653782
6157,12.20403518
6159,13.54809433
6196,48.42251194
6230,10.27780753
6241,12.36073936
6362,7.724084237
6387,12.90200204
6623,51.47460832
6628,12.61086513
6633,22.17544377
6680,16.5153909
6681,12.84090487
6713,7.97272083
6741,13.842156
6772,16.18715146
6806,12.49971242
6899,13.9594434
6929,12.72329668
6978,11.22352479
7058,12.57053475
7085,10.52715266
7090,10.84196343
7158,10.75833959
7179,14.38052385
7194,13.39794976
7201,6.555203496
7202,7.461838987
7203,13.83841829
7227,13.74416864
7244,7.069331473
7252,14.98273552
7255,16.88643547
7256,10.08884776
7295,11.72703301
7327,10.8776218
7331,13.04853995
7352,14.08528344
7476,14.67478567
7504,10.9888768
7532,8.023452874
7595,7.281025981
7606,15.41420912
7625,11.45785211
7663,9.772447242
7682,5.851657422
7708,12.89259516
7725,13.49172192
7746,15.96295112
7833,12.22005028
7913,13.31074068
7916,13.30816191
7954,20.8435295
7979,16.74322493
7984,15.71194205
7997,12.87804672
8003,12.94450945
8019,15.17309688
8026,11.41164724
8054,14.46109864
8078,12.76132944
8086,11.00919256
8137,38.29816136
8164,11.63907223
8250,11.62719697
8323,10.95736397
8343,11.31970858
8403,17.08212108
8505,9.802174541
8506,12.68090909
8553,10.68843808
8576,10.20620972
8596,18.72921097
8599,19.56458198
8620,12.192992
8623,13.75939646
8627,8.447412807
8679,12.25378591
8685,13.96791706
8773,12.27447062
8788,10.02489725
8791,7.079989737
8806,13.0487814
8924,14.32256012
8952,13.00494116
8966,14.41434844
8967,9.820061833
8975,16.96952023
9038,9.243862322
9116,12.56282922
9120,12.53119452
9129,12.63706533
9135,13.69403149
9162,12.06512913
9238,9.969225397
9286,9.827739041
9304,12.8174456
9339,9.836515041
9348,12.88016399
9349,8.451131303
9370,9.288913135
9381,12.65679962
9385,8.847247802
9413,11.36114767
9480,13.62664156
9498,8.922337439
9607,13.00630003
9637,12.90980794
9738,11.33882166
9816,15.81322334
9894,10.32228178
9931,10.61943114
9932,11.30960406
10032,14.25294034
10124,14.1510116
10158,15.68654956
10166,14.40302193
10198,13.78418738
10204,9.067339895
10471,12.55186655
10550,8.245775649
10568,10.6322945
10636,11.00688516
10690,9.824944687
10713,14.4375505
10726,9.233184497
10728,8.906628458
10750,12.28209511
10792,15.34939206
10869,9.181631763
10878,12.50434589
10902,19.97519393
10993,7.362253565
10999,11.45487345
11000,13.96279213
11026,12.31634426
11080,12.50604279
11081,13.16847628
11176,65.91298167
11268,12.95792257
11275,13.94582677
11296,15.18389625
11348,10.19886047
11355,9.943907008
11368,15.01874999
11432,11.26332844
11459,8.992921036
11595,11.18379173
11720,10.60137524
11742,14.80235562
11760,17.10802783
11766,14.03288983
11767,12.9437507
11771,19.34779681
11975,10.11370623
12038,10.07870575
12039,7.90931175
12106,8.620890298
12161,10.00515744
12169,13.86350968
12280,13.81761616
12284,11.25437028
12359,8.144271775
12391,16.25297542
12424,20.75186424
12425,8.522952532
12457,14.09759837
12505,10.46550714
12519,10.84803521
12539,17.20480017
12553,14.09399873
12562,25.19000963
12586,8.679233356
12597,8.587885455
12614,8.657852244
12619,9.149524226
12653,14.28749166
12688,14.38419047
12724,7.171609959
12730,11.32027071
12734,12.31126363
12766,11.53205561
12777,6.314096516
12778,14.02601027
12832,12.87388054
12995,8.916953866
13046,7.649367078
13085,14.59256739
13090,10.08593608
13358,8.605932505
13360,11.89551072
13438,11.62100995
13472,49.53445419
13514,10.92089869
13546,8.803224022
13556,9.310526537
13579,13.79340223
13676,12.20460781
13682,9.297005901
13685,8.479785668
13722,5.866630646
13886,11.40502551
13918,12.33921804
14026,6.226582956
14075,7.792552954
14089,12.02048642
14116,13.46271056
14159,9.453796478
14173,7.459269519
14213,8.057259875
14266,8.820646062
14285,10.36354336
14286,7.604508686
14302,5.706960507
14382,11.06582855
14411,13.64444221
14422,13.62194803
14439,19.13301267
14440,8.76686452
14452,19.24159211
14466,7.755890006
14570,12.71973371
14622,6.929419818
14707,11.26603815
14728,9.448307146
14754,20.06734841
14801,17.97679519
14803,10.00167708
14811,10.09137996
14819,16.87268016
14931,10.73588937
14952,11.08433366
15203,16.27193083
15226,9.434820337
15227,13.85831794
15330,8.238463577
15344,13.96191314
15351,18.32681986
15442,9.731042913
15595,9.050273756
15759,14.18936827
15786,11.09008665
15849,7.836457269
15863,11.12402616
15877,13.23639285
15891,15.49104705
15907,6.493108965
15923,11.55871888
15930,13.75675454
15933,13.2461494
15934,12.03523888
15940,10.22834043
15953,9.40579407
16013,14.29159877
16021,13.10931618
16094,12.574511
16118,12.33015843
16219,9.040102852
16289,7.569020542
16292,7.817892824
16449,14.01063266
16492,9.450975775
16555,11.30291647
16571,10.58907716
16646,11.32193094
16650,9.908899455
16769,13.04468051
16813,13.40726798
16820,11.13770865
16830,9.850569471
16857,11.213465
17044,10.54063277
17047,12.28442443
17124,11.62709874
17125,10.73725335
17136,13.38042754
17177,12.21146677
17251,6.904013455
17297,12.93244505
17343,10.81411519
17409,59.13885492
17418,19.9676445
17467,12.83564299
17551,11.04798458
17554,12.31515239
17574,13.26117159
17577,8.900440418
17602,11.88483805
17604,7.451601762
17606,10.34286851
17632,15.04080469
17642,11.11465172
17647,12.79150382
17727,8.518848112
17743,9.813884213
17772,70.58655089
17773,58.0120721
17801,12.77851173
17829,10.96249139
17833,8.990567899
17853,8.554739035
17858,11.91770849
17914,10.90858857
18003,13.9088132
18068,10.10087761
18069,9.435972366
18102,11.58335603
18116,11.06437337
18143,20.28337661
18191,10.7776043
18195,9.818252993
18227,7.815296603
18239,13.46832664
18315,6.607421463
18328,11.3185394
18398,8.112745862
18430,6.937165393
18498,11.37671187
18623,11.60111684
18638,12.70687893
18645,13.97011174
18708,6.410706816
18720,16.13158646
18727,10.84567854
18729,11.94492629
18774,9.444732877
18833,12.61073887
18880,11.16638276
19022,8.605469086
19047,7.53275436
19063,18.1427471
19066,7.743130828
19068,8.108563729
19069,8.328744204
19078,9.575580206
19115,8.08604278
19116,6.878578968
19117,6.512449738
19201,19.65134602
19299,6.94890883
19302,9.466503762
19307,7.359504147
19314,10.33828836
19339,9.926787774
19373,8.07963726
19437,50.39758941
19438,39.6380901
19455,14.78299654
19488,9.95203676
19493,12.78612036
19515,12.62669005
19517,10.01901619
19592,5.657229532
19606,13.87138893
19623,6.525440595
19979,12.56896818
19988,15.85143348
20013,11.54482811
20108,12.29385002
20119,12.16563302
20161,11.73082621
20267,10.21932611
20308,7.733125872
20313,9.630072166
20487,10.25301633
20501,9.047001442
20550,7.618063349
20555,11.09367868
20564,15.54410848
20577,6.620882853
20631,9.760218804
20637,9.450704777
20706,9.639074214
20737,12.34497718
20744,6.224650305
20762,13.4590097
20770,8.759892579
20850,10.77461477
20851,7.44338102
20892,9.586358126
20912,50.24692057
20949,12.63319489
20981,7.841919059
21080,17.00212082
21082,6.71937902
21084,14.61587553
21147,8.696389697
21163,12.32539744
21165,11.88963816
21185,8.956043252
21199,9.242109505
21241,12.45537864
21331,6.460009167
21394,12.54437522
21412,8.674946033
21551,7.923398002
21560,12.39956951
21572,11.34785675
21606,6.280056406
21611,9.337015612
21639,11.25228129
21651,12.8658451
21675,11.39613164
21753,10.00080961
21765,9.530915566
21789,9.42454483
21805,8.421328203
21814,18.9481557
21821,11.50426943
21883,11.05310829
21906,8.265780904
21960,14.4609417
22031,11.54447561
22046,9.229199843
22056,10.33946472
22070,10.99382604
22257,35.65296213
22258,25.46843859
22261,25.42261781
22278,13.83547543
22295,13.36616355
22324,12.74835186
22346,13.88260578
22373,14.24422443
22416,7.178613692
22444,13.5687005
22480,8.303752452
22604,9.524333891
22642,7.029081058
22666,11.7266145
22693,7.018113271
22696,16.92568044
22733,11.86837483
22757,11.34291202
22769,10.3109163
22886,12.4016579
22926,8.638874543
23029,7.651255009
23078,9.353970972
23115,11.49457354
23156,6.068136183
23174,8.217861651
23185,13.21349295
23235,11.00607413
23261,9.990197501
23281,6.889926188
23317,12.38572205
23353,11.5597455
23377,12.04176664
23413,10.475143
23440,9.0100626
23550,17.9993282
23564,7.247820502
23568,11.92443582
23574,11.62296832
23579,6.990576408
23687,13.44219154
23906,5.997624352
23918,6.394677954
24048,13.65642812
24128,10.56523555
24131,8.19184044
24315,9.596420002
24338,10.73414076
24409,10.03987854
24599,8.687237277
24616,11.72254662
24748,9.71512224
24764,12.36544794
24765,11.85536169
24789,6.823159063
24839,17.07073701
24884,16.36970148
24929,12.34780772
24935,7.815140942
24937,6.717012433
24985,6.817606765
25021,13.25768001
25094,8.058177692
25141,9.987722209
25156,9.400820898
25343,5.659570601
25405,6.900280536
25418,11.63052329
25465,10.71348061
25470,9.511294975
25487,10.71071551
25517,10.88885679
25582,10.57625131
25677,8.688917298
25694,16.40279858
25723,9.650866215
25725,9.503643628
25732,6.533891865
25733,9.129787635
25740,6.54871967
25765,11.45267343
25807,12.44412866
25829,9.742375227
25845,10.06786311
26091,15.15184035
26142,10.12302831
26185,13.01745577
26187,7.197353895
26200,10.49037779
26218,6.928057404
26251,11.54563473
26270,6.454268826
26310,9.871132302
26321,6.706095071
26351,10.88086589
26533,11.63984879
26543,11.45799942
26596,5.806581312
26605,5.309386039
26703,15.06666716
26832,5.178865707
27065,8.204595114
27077,12.16356383
27078,10.72171716
27129,8.290364544
27171,5.475765773
27191,6.977776152
27310,7.043357937
27388,7.017134722
27393,17.10776889
27404,8.682287162
27440,6.57816612
27498,7.912020237
27526,11.18789484
27538,10.5599053
27627,9.173064315
27648,24.82889073
27650,6.098192302
27663,4.842580926
27765,7.317170775
27793,7.731864227
27811,16.45308934
27812,12.45555547
27829,11.32377327
27884,10.35944881
27930,51.44672463
27988,8.000631989
28028,5.843502556
28057,43.51389676
28090,16.25223379
28120,7.72454186
28140,8.981640998
28153,9.201613357
28173,13.76291351
28221,6.828103615
28229,8.485330685
28243,9.444442108
28249,10.90757211
28305,11.18666958
28350,5.279518292
28437,11.34278549
28485,8.384228625
28504,7.796575823
28702,12.95292358
28769,5.870784374
28785,10.5656031
28792,11.41228767
28809,7.036937807
28813,11.91884873
28841,10.03743301
28870,7.374222079
28901,7.386345023
28929,10.50022833
28944,7.955691395
29054,17.86411126
29155,6.292424997
29156,12.58275931
29235,8.941713217
29236,12.51238565
29327,7.742637332
29391,9.613401412
29420,10.39470785
29426,13.62514705
29487,10.26319959
29488,11.12796887
29500,12.72851566
29515,12.95338667
29516,11.12278743
29604,6.158457473
29714,7.939119151
29836,14.25234228
29847,6.673989823
29857,8.629282829
29862,10.13866971
29885,8.807416499
29983,8.409801781
30027,10.91491628
30035,12.81056479
30134,9.561852239
30157,6.74171463
30251,12.99706266
30343,7.613957502
30396,6.397060229
30431,10.48308836
30444,10.52233025
30504,42.77998977
30520,11.21116114
30553,9.638603652
30860,8.431799891
30885,8.466978779
30887,8.091956766
30904,8.591602479
30967,7.956011175
31085,6.938559025
31106,7.910777957
31110,16.07155165
31205,8.383138376
31254,8.119785063
31265,12.40372103
31271,5.636313492
31367,9.737350562
31402,26.62790403
31433,8.836196386
31447,11.19706125
31464,9.036919471
31499,9.187368518
31503,9.536102635
31604,7.132533859
31656,8.843855302
31676,10.4092548
31685,8.401590578
31781,8.431990057
31875,7.352903617
31888,9.151254099
31893,10.86265458
32008,6.9442876
32013,13.35359134
32035,22.11771797
32093,9.351775888
32095,7.184401562
32124,7.946483576
32157,11.00207319
32159,10.99538378
32169,12.08500757
32174,11.78989175
32184,7.422191371
32192,11.6602743
32204,10.6519765
32225,9.610594083
32237,57.41867774
32259,9.206443044
32310,10.41030693
32394,6.899517256
32403,11.65803254
32422,8.202184244
32514,10.01280089
32633,10.68755188
32669,9.562086708
32747,11.05964805
32778,11.77543254
32816,6.839859919
32844,10.20833282
32848,6.419751789
32985,8.887926945
33015,37.5390638
33037,9.502722619
33068,9.859692409
33133,8.311753621
33140,11.8171426
33162,11.695508
33189,6.812359564
33237,11.67533018
33272,9.782421422
33293,8.895032827
33294,7.804091736
